dataset,publication,publishedDate,source,affiliation,subjects,openAlexTopics,openAlexSubfields,openAlexFields,openAlexDomains
https://doi.org/10.3886/e121021,https://doi.org/10.1257/aer.20190748,2021-02-01T00:00:00Z,datacite,University of Oxford,NA,Firm Innovation and Growth; Corporate Finance and Governance; Entrepreneurship Studies and Influences,Economics and Econometrics; Accounting; Management of Technology and Innovation,"Economics, Econometrics and Finance; Business, Management and Accounting",Social Sciences
https://doi.org/10.6084/m9.figshare.17821040.v1,https://doi.org/10.1080/21655979.2021.2018096,2022-01-04T00:00:00Z,datacite,Fudan University,NA,Circular RNAs in diseases; MicroRNA in disease regulation; High Entropy Alloys Studies,Molecular Biology; Cancer Research; Mechanical Engineering,"Biochemistry, Genetics and Molecular Biology; Engineering",Life Sciences; Physical Sciences
GSE7803,https://doi.org/10.1371/journal.pone.0200717,2018-07-18T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Cancer-related molecular mechanisms research; Endometrial and Cervical Cancer Treatments; Cytokine Signaling Pathways and Interactions,Cancer Research; Obstetrics and Gynecology; Oncology,"Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences
GSE6099,https://doi.org/10.18632/oncotarget.2228,2014-07-17T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Ubiquitin and proteasome pathways; Microtubule and mitosis dynamics; Peptidase Inhibition and Analysis,Molecular Biology; Cell Biology; Oncology,"Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences
https://doi.org/10.6084/m9.figshare.19498081,https://doi.org/10.1186/s13048-022-00969-3,2022-03-31T00:00:00Z,datacite,Fudan University,NA,Ovarian cancer diagnosis and treatment; Ferroptosis and cancer prognosis; RNA modifications and cancer,Reproductive Medicine; Pulmonary and Respiratory Medicine; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.5061/dryad.s355k,https://doi.org/10.1186/s12862-015-0362-9,2015-06-11T00:00:00Z,datacite,University of Oxford,NA,"Ichthyology and Marine Biology; Fish biology, ecology, and behavior; Paleontology and Evolutionary Biology",Nature and Landscape Conservation; Paleontology,Environmental Science; Earth and Planetary Sciences,Physical Sciences
GSE49710,https://doi.org/10.1186/s13578-022-00769-8,2022-03-18T00:00:00Z,czi,Fudan University,basic medicine; biological sciences,Protein Degradation and Inhibitors; Neuroblastoma Research and Treatments; Ubiquitin and proteasome pathways,Molecular Biology; Neurology,"Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences
https://doi.org/10.6084/m9.figshare.16864400,https://doi.org/10.1080/08912963.2021.1989679,2021-10-24T00:00:00Z,datacite,Fudan University,sociology,Evolution and Paleontology Studies; Bat Biology and Ecology Studies; Morphological variations and asymmetry,"Paleontology; Ecology, Evolution, Behavior and Systematics; Geometry and Topology",Earth and Planetary Sciences; Agricultural and Biological Sciences; Mathematics,Physical Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.17128371,https://doi.org/10.1080/13416979.2021.2009094,2021-12-05T00:00:00Z,datacite,Fudan University,sociology,"Plant Taxonomy and Phylogenetics; Plant Diversity and Evolution; Botany, Ecology, and Taxonomy Studies","Ecology, Evolution, Behavior and Systematics; Plant Science",Agricultural and Biological Sciences,Life Sciences
https://doi.org/10.6084/m9.figshare.17128371,https://doi.org/10.1080/13416979.2021.2009094,2021-12-05T00:00:00Z,datacite,University of Michigan,sociology,"Plant Taxonomy and Phylogenetics; Plant Diversity and Evolution; Botany, Ecology, and Taxonomy Studies","Ecology, Evolution, Behavior and Systematics; Plant Science",Agricultural and Biological Sciences,Life Sciences
https://doi.org/10.6084/m9.figshare.19624404,https://doi.org/10.1080/09712119.2022.2064865,2022-04-20T00:00:00Z,datacite,Fudan University,NA,Milk Quality and Mastitis in Dairy Cows; Animal Genetics and Reproduction; Genetic and phenotypic traits in livestock,Agronomy and Crop Science; Genetics,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.5061/dryad.1cf2fb0,https://doi.org/10.1038/s41467-018-06229-7,2018-09-14T00:00:00Z,datacite,University of Oxford,NA,Marine Biology and Ecology Research; Paleontology and Stratigraphy of Fossils; Marine and coastal ecosystems,Oceanography; Paleontology,Earth and Planetary Sciences,Physical Sciences
https://doi.org/10.3886/e130461v1,https://doi.org/10.1001/jamaophthalmol.2019.1927,2019-09-01T00:00:00Z,datacite,University of Michigan,NA,Glaucoma and retinal disorders; Ophthalmology and Visual Impairment Studies; Retinal Diseases and Treatments,Ophthalmology; Epidemiology,Medicine,Health Sciences
GSE35988,https://doi.org/10.1038/s41467-021-24380-6,2021-07-06T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Prostate Cancer Treatment and Research; Epigenetics and DNA Methylation; Cancer-related molecular mechanisms research,Pulmonary and Respiratory Medicine; Molecular Biology; Cancer Research,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSE35988,https://doi.org/10.3389/fonc.2023.1129140,2023-03-01T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,"Prostate Cancer Treatment and Research; Hormonal and reproductive studies; Cancer, Lipids, and Metabolism","Pulmonary and Respiratory Medicine; Endocrinology, Diabetes and Metabolism; Cancer Research","Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSE32592,https://doi.org/10.1155/2022/4301033,2022-07-09T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Systemic Lupus Erythematosus Research; Pharmacological Effects of Natural Compounds; interferon and immune responses,Rheumatology; Pharmacology; Immunology,"Medicine; Pharmacology, Toxicology and Pharmaceutics; Immunology and Microbiology",Health Sciences; Life Sciences
https://doi.org/10.12751/G-NODE.QJ5HS7,https://doi.org/10.1101/2024.02.13.580198,2024-02-13T00:00:00Z,eupmc,University of Oxford,NA,Fetal and Pediatric Neurological Disorders; Advanced MRI Techniques and Applications; Mitochondrial Function and Pathology,"Pediatrics, Perinatology and Child Health; Radiology, Nuclear Medicine and Imaging; Molecular Biology","Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.3886/icpsr13704,https://doi.org/10.1007/s10578-020-00992-9,2020-05-05T00:00:00Z,datacite,University of Michigan,NA,Traumatic Brain Injury Research; Suicide and Self-Harm Studies; Child Abuse and Trauma,Epidemiology; Clinical Psychology,Medicine; Psychology,Health Sciences; Social Sciences
GSE35489,https://doi.org/10.1159/000523991,2022-01-01T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,GDF15 and Related Biomarkers; Macrophage Migration Inhibitory Factor; RNA Research and Splicing,Rheumatology; Immunology; Molecular Biology,"Medicine; Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSE121212,https://doi.org/10.3390/ijms21030699,2020-01-21T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,"Dermatology and Skin Diseases; Psoriasis: Treatment and Pathogenesis; IL-33, ST2, and ILC Pathways",Dermatology; Immunology,Medicine; Immunology and Microbiology,Health Sciences; Life Sciences
GSE144603,https://doi.org/10.1016/j.celrep.2021.109671,2021-09-01T00:00:00Z,czi,University of Oxford,basic medicine; biological sciences,Genomics and Chromatin Dynamics; RNA Research and Splicing; Fungal and yeast genetics research,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.3886/e111107v1,https://doi.org/10.1177/0164027512470702,2013-01-02T00:00:00Z,datacite,University of Michigan,NA,"Health disparities and outcomes; Urban, Neighborhood, and Segregation Studies; Urban Transport and Accessibility",Health; Sociology and Political Science; Transportation,Social Sciences,Social Sciences
https://doi.org/10.6084/m9.figshare.22601207,https://doi.org/10.1186/s13059-022-02837-1,2022-12-27T00:00:00Z,datacite,Fudan University,NA,Genetic Associations and Epidemiology; Metabolomics and Mass Spectrometry Studies; Genetic and phenotypic traits in livestock,Genetics; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.6084/m9.figshare.22601207,https://doi.org/10.1186/s13059-022-02837-1,2022-12-27T00:00:00Z,datacite,University of Michigan,NA,Genetic Associations and Epidemiology; Metabolomics and Mass Spectrometry Studies; Genetic and phenotypic traits in livestock,Genetics; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.6084/m9.figshare.22601207,https://doi.org/10.1186/s13059-022-02837-1,2022-12-27T00:00:00Z,datacite,University of Oxford,NA,Genetic Associations and Epidemiology; Metabolomics and Mass Spectrometry Studies; Genetic and phenotypic traits in livestock,Genetics; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
GSE159128,https://doi.org/10.1042/BCJ20220008,2022-03-31T00:00:00Z,czi,University of Oxford,basic medicine; biological sciences,"Cancer, Hypoxia, and Metabolism; RNA modifications and cancer; Cancer-related molecular mechanisms research",Cancer Research; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.6084/m9.figshare.21370851,https://doi.org/10.1080/15592294.2022.2135194,2022-10-20T00:00:00Z,datacite,University of Oxford,NA,Sirtuins and Resveratrol in Medicine; Adipose Tissue and Metabolism; Calpain Protease Function and Regulation,Geriatrics and Gerontology; Physiology; Cell Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.21370851,https://doi.org/10.1080/15592294.2022.2135194,2022-10-20T00:00:00Z,datacite,Fudan University,NA,Sirtuins and Resveratrol in Medicine; Adipose Tissue and Metabolism; Calpain Protease Function and Regulation,Geriatrics and Gerontology; Physiology; Cell Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSE22219,https://doi.org/10.18632/aging.203187,2021-06-29T00:00:00Z,czi,University of Oxford,basic medicine; biological sciences,Ferroptosis and cancer prognosis; Bioinformatics and Genomic Networks; Epigenetics and DNA Methylation,Pulmonary and Respiratory Medicine; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSE72868,https://doi.org/10.1371/journal.pone.0149702,2016-02-22T00:00:00Z,czi,Fudan University,biological sciences; basic medicine,Hepatitis B Virus Studies; Liver Disease Diagnosis and Treatment; Hepatitis C virus research,Epidemiology; Hepatology,Medicine,Health Sciences
https://doi.org/10.5281/zenodo.10066418,https://doi.org/10.22331/q-2023-11-14-1183,2023-11-14T00:00:00Z,datacite,University of Oxford,NA,Quantum Computing Algorithms and Architecture; Quantum-Dot Cellular Automata; Low-power high-performance VLSI design,Artificial Intelligence; Computational Theory and Mathematics; Electrical and Electronic Engineering,Computer Science; Engineering,Physical Sciences
https://doi.org/10.5061/dryad.6d3v0,https://doi.org/10.1111/evo.12935,2016-06-01T00:00:00Z,datacite,University of Michigan,NA,Protist diversity and phylogeny; Environmental DNA in Biodiversity Studies; Genomics and Phylogenetic Studies,Molecular Biology; Ecology,"Biochemistry, Genetics and Molecular Biology; Environmental Science",Life Sciences; Physical Sciences
https://doi.org/10.6084/m9.figshare.13625151.v1,https://doi.org/10.1080/02656736.2021.1874547,2021-01-21T00:00:00Z,datacite,Fudan University,NA,Uterine Myomas and Treatments; Endometriosis Research and Treatment; Gynecological conditions and treatments,Obstetrics and Gynecology; Reproductive Medicine,Medicine,Health Sciences
GSE47792,https://doi.org/10.1038/s41598-020-58701-4,2020-02-05T00:00:00Z,czi,Fudan University,basic medicine; biological sciences,"Biochemical Acid Research Studies; Metabolism and Genetic Disorders; Metabolism, Diabetes, and Cancer",Biochemistry; Clinical Biochemistry; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
GSE43942,https://doi.org/10.1371/journal.pone.0059753,2013-03-27T00:00:00Z,czi,Fudan University,basic medicine; biological sciences,"Pregnancy and preeclampsia studies; Epigenetics and DNA Methylation; Birth, Development, and Health","Obstetrics and Gynecology; Molecular Biology; Pediatrics, Perinatology and Child Health","Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSE149601,https://doi.org/10.1007/s12072-020-10123-0,2021-02-06T00:00:00Z,czi,University of Oxford,basic medicine; biological sciences,COVID-19 Clinical Research Studies; SARS-CoV-2 and COVID-19 Research; Long-Term Effects of COVID-19,Infectious Diseases; Neurology,Medicine,Health Sciences
GSE145498,https://doi.org/10.1038/s41467-020-16148-1,2020-05-13T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Adipose Tissue and Metabolism; Lipid metabolism and biosynthesis; RNA Research and Splicing,Physiology; Biochemistry; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.5061/dryad.v41ns1s1j,https://doi.org/10.1093/evlett/qrad006,2023-04-01T00:00:00Z,datacite,University of Michigan,NA,Plant and animal studies; Plant Parasitism and Resistance; Ecology and Vegetation Dynamics Studies,"Ecology, Evolution, Behavior and Systematics; Plant Science; Nature and Landscape Conservation",Agricultural and Biological Sciences; Environmental Science,Life Sciences; Physical Sciences
https://doi.org/10.5061/dryad.v41ns1s1j,https://doi.org/10.1093/evlett/qrad006,2023-04-01T00:00:00Z,datacite,University of Michigan,NA,Plant and animal studies; Plant Parasitism and Resistance; Ecology and Vegetation Dynamics Studies,"Ecology, Evolution, Behavior and Systematics; Plant Science; Nature and Landscape Conservation",Agricultural and Biological Sciences; Environmental Science,Life Sciences; Physical Sciences
https://doi.org/10.6084/m9.figshare.27157928,https://doi.org/10.1186/s12879-024-09826-8,2024-10-03T00:00:00Z,datacite,University of Oxford,NA,Bacterial Infections and Vaccines; Pneumonia and Respiratory Infections; Infective Endocarditis Diagnosis and Management,Microbiology; Epidemiology,Immunology and Microbiology; Medicine,Life Sciences; Health Sciences
